fold,attack_id,precision,recall,feature_runtime_sec,feature_memory_bytes,runtime_sec,memory_bytes
1,,0.6731391585738734,0.9999999999951924,0.00021886825561523438,0,4.445960283279419,-7745536
2,,0.6603174603153641,0.9999999999951924,0.00012922286987304688,0,4.451168060302734,20717568
3,,0.6190476190457767,0.9999999999951924,0.00013709068298339844,0,4.4098265171051025,19996672
4,,0.6046511627889399,0.9999999999951924,0.00020813941955566406,0,4.404041290283203,20717568
5,,0.6322188449828808,0.9999999999951924,0.0001316070556640625,0,4.420405626296997,20000768
