state,P1_FT01,P1_FT02,P1_FT03,P1_PIT01,P1_PIT02,P1_LIT01,P1_TIT01,P1_TIT02,P2_SIT01,P2_VT01,P3_FIT01,P3_LIT01,P3_PIT01,P4_HT_FD,P4_HT_LD,P4_HT_PO,P4_HT_PS,P4_ST_FD,P4_ST_LD,P4_ST_PO,P4_ST_PS,P4_ST_PT01,P4_ST_TT01
"(np.float64(0.0), np.float64(95.0), np.float64(70.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.7478991596638656,0.3840336134453782,0.9663865546218487,0.6333333333333333,0.06806722689075628,1.0,0.9957983193277311,0.9915966386554622,0.7997198879551821,0.12745098039215688,0.9957983193277311,1.0,0.9957983193277311,0.5663865546218487,0.4495798319327731,0.46218487394957986,1.0,0.2484593837535014,0.7313725490196079,0.5854341736694678,1.0,0.603641456582633,0.06666666666666667
"(np.float64(85.0), np.float64(0.0), np.float64(55.0), np.float64(10.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.9682539682539683,0.4662698412698413,1.0,0.9523809523809523,0.31746031746031744,1.0,1.0,1.0,0.7777777777777778,0.4365079365079365,0.6825396825396826,1.0,0.7936507936507937,0.8888888888888888,0.9682539682539683,0.9841269841269841,0.0,0.2857142857142857,0.5079365079365079,0.6507936507936508,0.0,0.7162698412698413,1.0
"(np.float64(10.0), np.float64(30.0), np.float64(65.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.7333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.6,0.5333333333333333,0.8666666666666667,1.0,1.0,0.6666666666666667,0.5,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.43333333333333335,0.43333333333333335,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.6666666666666666,0.7333333333333334,0.2
"(np.float64(20.0), np.float64(30.0), np.float64(50.0), np.float64(5.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.8333333333333334,1.0,0.5,1.0,1.0,0.0,0.33333333333333337,1.0,1.0,0.0,0.0,0.5
"(np.float64(20.0), np.float64(0.0), np.float64(50.0), np.float64(10.0), np.float64(35.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.2460819554277498,0.7242990654205608,0.9252336448598131,0.2089863407620417,0.3570093457943925,0.9252336448598131,1.0,1.0,0.28109273903666426,0.17864845434938892,0.7692307692307693,0.8309849029475198,0.7384615384615385,0.48849748382458663,0.46261682242990654,0.602803738317757,0.0,0.1621135873472322,0.22897196261682243,0.2757009345794392,0.0,0.09130122214234362,0.9112149532710281
"(np.float64(15.0), np.float64(10.0), np.float64(65.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,0.8,0.8,0.8,1.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.6,0.6,0.2,0.8,0.6,1.0,0.2,1.0,1.0
"(np.float64(5.0), np.float64(95.0), np.float64(65.0), np.float64(15.0), np.float64(75.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.8340909090909091,0.7636363636363637,1.0,0.7727272727272727,0.6954545454545454,1.0,1.0,0.9545454545454546,0.8522727272727273,0.425,1.0,1.0,1.0,0.2568181818181817,1.0,0.875,1.0,0.1795454545454545,1.0,1.0,1.0,0.075,1.0
"(np.float64(15.0), np.float64(20.0), np.float64(65.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.28610524669637966,0.14895613417780906,0.7701149425287357,0.36101337086558755,0.14137149112518577,0.8199233716475096,0.8979591836734694,0.29931972789115646,0.6269450308859176,0.23043240284619593,0.24184846352334038,0.6019235280319024,0.36679959340057866,0.08773164438189068,0.15583704746266325,0.16608022519352572,0.210727969348659,0.05348346235045742,0.15568066306982564,0.20337790288529212,0.210727969348659,0.3299710688873251,0.8979591836734694
"(np.float64(100.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.26898386622735776,0.2260816433863907,0.9739663093415007,0.4471437189660773,0.12343960276578964,1.0,0.9821337417049515,0.8790199081163859,0.634986929014494,0.11807972527727506,0.31631011493186073,0.3772332822868811,0.3309743684935109,0.1495661051556917,0.3955249276841926,0.45625473726545696,0.0,0.054673844107228475,0.2905393908456696,0.28084056491407183,0.0,0.39113183906445775,0.8999489535477284
"(np.float64(10.0), np.float64(0.0), np.float64(50.0), np.float64(5.0), np.float64(40.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
"(np.float64(15.0), np.float64(5.0), np.float64(70.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.3068181818181818,0.24641148325358853,0.8600478468899522,0.2541866028708133,0.4037081339712919,1.0,0.6578947368421053,0.6578947368421053,0.8941387559808612,0.1375598086124402,0.33971291866028713,0.5825358851674641,0.7840909090909091,0.125,0.40251196172248804,0.29246411483253587,1.0,0.11423444976076558,0.33373205741626794,0.18660287081339713,1.0,0.13815789473684212,0.6052631578947368
"(np.float64(55.0), np.float64(0.0), np.float64(65.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.6333333333333333,0.5333333333333333,1.0,1.0,0.4555555555555555,1.0,1.0,1.0,1.0,0.33333333333333337,0.7222222222222222,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.2777777777777778,0.16666666666666666,1.0,0.0,0.5333333333333334,0.8
"(np.float64(80.0), np.float64(0.0), np.float64(55.0), np.float64(10.0), np.float64(60.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.20454545454545453,0.2581818181818182,0.36757575757575756,0.40545454545454546,0.34484848484848485,1.0,1.0,1.0,0.556060606060606,0.3539393939393939,0.9090909090909091,1.0,0.9393939393939394,0.9496969696969697,1.0,1.0,0.0,0.3357575757575758,1.0,0.96,0.0,0.6060606060606061,0.0
"(np.float64(15.0), np.float64(90.0), np.float64(65.0), np.float64(15.0), np.float64(80.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0
"(np.float64(15.0), np.float64(30.0), np.float64(50.0), np.float64(10.0), np.float64(55.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.23076923076923073,0.7307692307692307,1.0,0.3846153846153846,1.0,1.0,1.0,1.0,1.0,0.34615384615384615,0.8846153846153846,1.0,1.0,0.6153846153846154,1.0,1.0,0.0,0.34615384615384615,0.7692307692307693,0.38461538461538464,0.0,0.3846153846153846,0.46153846153846156
"(np.float64(100.0), np.float64(0.0), np.float64(50.0), np.float64(10.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.2175226586102719,0.32942502277849706,0.9463626336738119,0.6389728096676737,0.07456960629166065,0.6623867069486404,0.6669064403203375,0.77491248261641,0.8443868987675635,0.17749244712990941,0.5483383685800605,0.7265861027190332,0.9841269841269841,0.2522538723445068,0.5770272862417878,0.5966647484774372,0.0,0.16688246295497045,0.5052750203807606,0.5166043255167123,0.0,0.4091617513067664,0.5415287968158058
"(np.float64(55.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(75.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.5358851674641149,0.521531100478469,1.0,0.8947368421052632,0.6363636363636364,1.0,1.0,1.0,0.3803827751196172,0.18181818181818182,1.0,1.0,1.0,0.631578947368421,1.0,1.0,0.0,0.17464114832535887,1.0,1.0,0.0,0.9210526315789473,0.6842105263157895
"(np.float64(100.0), np.float64(0.0), np.float64(55.0), np.float64(10.0), np.float64(60.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.35624036979969176,0.18477144324601957,0.519863893168978,0.2810862865947611,0.10788392398561891,1.0,0.5629429892141757,0.5684001027221366,0.865562403697997,0.3223163841807909,0.5177324088341038,0.49242424242424243,0.3852850539291217,0.27677195685670264,0.19821520287621985,0.3252568053415511,0.0,0.058757062146892636,0.16128659476117113,0.18156137647663073,0.0,0.31159476117103235,0.512699024139702
"(np.float64(100.0), np.float64(0.0), np.float64(55.0), np.float64(10.0), np.float64(85.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.3016917293233083,0.11058897243107768,0.45394736842105265,0.3392857142857143,0.4329573934837093,1.0,1.0,1.0,0.7459273182957393,0.33333333333333337,0.3308270676691729,0.9423558897243107,0.5426065162907269,0.19266917293233082,0.425125313283208,0.43107769423558895,0.0,0.07268170426065157,0.2349624060150376,0.12374686716791983,0.0,0.09993734335839599,1.0
"(np.float64(15.0), np.float64(45.0), np.float64(65.0), np.float64(15.0), np.float64(85.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.26666666666666666,0.21553672316384181,0.75,0.4463276836158192,0.15649717514124295,0.75,1.0,0.7966101694915254,0.2745762711864407,0.1694915254237288,0.6446327683615819,0.7466101694915254,0.6954802259887005,0.4161016949152542,0.4279661016949152,0.5946327683615819,0.25,0.14237288135593218,0.19378531073446326,0.17740112994350277,0.25,0.46242937853107347,1.0
"(np.float64(15.0), np.float64(25.0), np.float64(50.0), np.float64(10.0), np.float64(45.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.3826253593101246,0.4100926221654423,1.0,0.2079207920792079,0.39508144362823383,1.0,1.0,0.6336633663366337,0.8192270839987225,0.2903225806451613,0.4032258064516129,0.4354838709677419,0.6774193548387096,0.19482593420632383,0.3565953369530502,0.2824976045991696,0.0,0.0785691472373044,0.39364420312999043,0.2971893963589907,0.0,0.19179175982114338,0.43244969658256144
"(np.float64(100.0), np.float64(0.0), np.float64(55.0), np.float64(10.0), np.float64(75.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.24957542641955255,0.26500775308277336,0.7550025843609244,0.2951709370154323,0.26692756405523144,1.0,0.828693790149893,0.828693790149893,0.426751827512368,0.2826552462526767,0.3275862068965517,0.5689655172413793,0.49616037805508384,0.3309089566565754,0.7644539614561028,0.7623126338329764,0.0,0.14542568116370075,0.5561175515026213,0.553976223879495,0.0,0.22568854758916043,0.828693790149893
"(np.float64(100.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(45.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.8526599326599326,0.30913580246913586,0.9818181818181818,0.9927272727272727,0.1133557800224467,0.6181818181818182,0.9248484848484848,0.5733333333333334,0.4810325476992144,0.10980920314253646,0.39604938271604934,0.5757575757575758,0.47676767676767673,0.3334231200897867,0.31999999999999995,0.336969696969697,0.0,0.10294051627384965,0.3234118967452301,0.25696969696969696,0.0,0.9587878787878787,0.8121212121212121
"(np.float64(15.0), np.float64(25.0), np.float64(70.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.6041666666666666,0.4583333333333333,0.6388888888888888,0.4236111111111111,0.3541666666666667,1.0,1.0,1.0,0.6111111111111112,0.2222222222222222,0.2361111111111111,1.0,0.7222222222222222,0.3263888888888889,0.7222222222222222,0.7222222222222222,1.0,0.3055555555555556,0.75,0.7777777777777778,1.0,0.45833333333333337,0.8888888888888888
"(np.float64(10.0), np.float64(5.0), np.float64(50.0), np.float64(5.0), np.float64(45.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.8571428571428572,0.5714285714285714,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.8571428571428572,1.0,0.5714285714285714,0.7142857142857143,1.0,0.0,0.2857142857142857,0.4285714285714286,0.4285714285714286,0.0,0.8571428571428571,1.0
"(np.float64(15.0), np.float64(30.0), np.float64(65.0), np.float64(15.0), np.float64(85.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.8424242424242424,0.19999999999999996,0.8606060606060606,0.7878787878787878,0.31818181818181823,0.8606060606060606,1.0,0.8606060606060606,0.9090909090909091,0.46060606060606063,0.6787878787878787,0.8515151515151516,0.6484848484848484,0.3636363636363637,0.5333333333333334,0.5151515151515151,0.8606060606060606,0.18181818181818177,0.24848484848484853,0.3151515151515152,0.8606060606060606,0.42727272727272725,0.9484848484848485
"(np.float64(50.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(55.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.6942857142857143,0.84,0.7771428571428571,0.6542857142857144,1.0,1.0,1.0,1.0,1.0,0.19714285714285706,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.29714285714285704,1.0,1.0,0.0,1.0,1.0
"(np.float64(95.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.396011396011396,0.17948717948717946,0.9814814814814815,0.5384615384615384,0.42806267806267806,1.0,1.0,1.0,0.8311965811965811,0.18518518518518523,0.42806267806267806,1.0,0.683048433048433,0.6260683760683761,0.8703703703703703,0.8703703703703703,0.0,0.21438746438746437,1.0,1.0,0.0,0.4629629629629629,0.0
"(np.float64(90.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.7725774555042848,0.21028345418589323,0.9215557020435069,0.9512195121951219,0.2584047462096243,1.0,1.0,1.0,0.6235992089650626,0.21621621621621623,1.0,1.0,1.0,0.2972972972972973,0.5853658536585367,0.3902439024390244,0.0,0.21292023731048126,0.7073170731707317,0.5853658536585367,0.0,0.926829268292683,0.0
"(np.float64(90.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(55.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.3717948717948718,0.11808367071524967,1.0,0.6578947368421053,0.2962213225371121,1.0,1.0,1.0,0.8960863697705802,0.26383265856950067,0.20512820512820518,1.0,0.1578947368421053,0.08704453441295545,1.0,1.0,0.0,0.18758434547908232,1.0,1.0,0.0,0.34278002699055327,0.0
"(np.float64(95.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.6477272727272727,0.3409090909090909,0.48863636363636365,0.5113636363636364,0.11363636363636365,1.0,1.0,1.0,1.0,0.14772727272727273,1.0,0.6136363636363636,1.0,0.40909090909090906,1.0,1.0,0.0,0.2272727272727273,0.6477272727272727,0.6931818181818181,0.0,0.9090909090909092,1.0
"(np.float64(10.0), np.float64(95.0), np.float64(65.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,0.8888888888888888,1.0,1.0,0.8300653594771241,1.0,0.9411764705882353,0.9411764705882353,0.6013071895424836,0.6666666666666667,0.9411764705882353,0.9411764705882353,0.9411764705882353,1.0,0.49673202614379086,0.9411764705882353,1.0,0.49019607843137253,0.8888888888888888,0.3856209150326797,1.0,1.0,0.8300653594771241
"(np.float64(5.0), np.float64(95.0), np.float64(65.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.5952174731688948,0.11138203728111473,1.0,0.5929203539823009,0.07850687252871402,0.8342402560723028,0.5170212765957447,0.5478817548484278,0.5219638486160798,0.19724157409150822,0.4329504801355677,0.3404255319148936,0.4262379966108078,0.20716437582376201,0.3611560911316136,0.36157032573903214,1.0,0.06455469779702502,0.26170212765957446,0.24468085106382975,1.0,0.32928826962907176,0.44519864432310297
"(np.float64(100.0), np.float64(0.0), np.float64(50.0), np.float64(10.0), np.float64(40.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.24141887719892974,0.12097705324245034,0.8336475093929965,0.17468410878522633,0.3944659006985726,0.4485576554434988,0.35352131433345035,0.45391781783842033,0.7010056862436489,0.1633957649793576,0.5827814569536424,0.46758780585251275,0.3824503311258278,0.12582176108091092,0.20014387124633257,0.2071636984394106,0.0,0.030132652114080116,0.05703082436408102,0.0406213300725208,0.0,0.15476298574201647,0.32158956539987327
"(np.float64(10.0), np.float64(10.0), np.float64(50.0), np.float64(5.0), np.float64(45.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666667,1.0,0.0,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.0,1.0,1.0
"(np.float64(15.0), np.float64(35.0), np.float64(65.0), np.float64(15.0), np.float64(85.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.7288888888888889,0.11943152454780362,0.6711111111111111,0.6355555555555555,0.21219638242894057,0.6977777777777778,1.0,0.33824289405684754,0.5479586563307492,0.24785529715762267,0.31167958656330746,0.5164341085271318,0.5592248062015504,0.25705426356589145,0.2039276485788113,0.1955555555555556,0.6977777777777778,0.15875968992248057,0.23379844961240312,0.25627906976744186,0.6977777777777778,0.13178294573643412,0.9955555555555555
"(np.float64(20.0), np.float64(25.0), np.float64(65.0), np.float64(15.0), np.float64(90.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,0.75,0.625,1.0,0.375,0.625,1.0,1.0,1.0,0.5,0.875,0.625,1.0,0.375,0.375,0.75,1.0,0.5,1.0,0.5,1.0,1.0,1.0
"(np.float64(20.0), np.float64(30.0), np.float64(70.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.4,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.6,0.8,1.0,0.0,0.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
"(np.float64(15.0), np.float64(0.0), np.float64(50.0), np.float64(5.0), np.float64(40.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.8903381642512078,0.7333333333333334,1.0,0.6222222222222222,0.5108695652173914,0.8260869565217391,1.0,1.0,0.9120772946859904,0.07222222222222222,0.7173913043478262,0.5944444444444444,0.8804347826086957,0.5301932367149758,0.7475845410628019,0.8236714975845412,0.0,0.06980676328502422,0.2920289855072464,0.6185990338164251,0.0,0.5217391304347826,1.0
"(np.float64(100.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(90.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.21279801533002254,0.29608576211337084,0.9884410096769585,0.47277176345035515,0.0600552812619618,1.0,0.33842077571964946,0.33842077571964946,0.6631760394106717,0.1928194090688945,0.19283185307707973,0.4344641286531252,0.15108419665714118,0.05326284383416813,0.04259832881947667,0.06327778162159364,0.011599806669888801,0.058371358074344515,0.07859088033393746,0.11328228635255666,0.011599806669888801,0.15490351164933383,0.33268408794628573
"(np.float64(30.0), np.float64(0.0), np.float64(70.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.2683278522641033,0.17966101694915254,1.0,0.5898305084745763,0.16364786238300022,1.0,0.6745762711864407,0.6745762711864407,0.7877814318239312,0.14439666076397673,0.43913483430306094,0.6359220844927902,0.07998988110295968,0.1299772324816595,0.23612446243359475,0.23817353908423977,1.0,0.08234252466481151,0.26941563369592714,0.23071085251707557,1.0,0.15254237288135594,0.6298001517834556
"(np.float64(20.0), np.float64(0.0), np.float64(50.0), np.float64(5.0), np.float64(35.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,0.7222222222222222,1.0,0.537037037037037,0.33333333333333337,1.0,1.0,1.0,1.0,0.3611111111111111,0.7037037037037037,1.0,1.0,0.4444444444444444,0.8333333333333334,1.0,0.0,0.4629629629629629,0.6296296296296297,0.6481481481481481,0.0,0.8333333333333334,1.0
"(np.float64(15.0), np.float64(45.0), np.float64(65.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.44680851063829785,0.7446808510638298,1.0,0.5132978723404256,0.7446808510638298,1.0,0.75,0.75,1.0,0.2579787234042553,0.601063829787234,0.30319148936170215,0.9574468085106383,0.28191489361702127,0.75,0.7898936170212766,0.0,0.3191489361702128,0.5531914893617021,0.5106382978723405,0.0,0.425531914893617,0.25
"(np.float64(0.0), np.float64(95.0), np.float64(65.0), np.float64(15.0), np.float64(75.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.8113713595641306,0.17360350492880616,0.422613531047266,0.8601398601398601,0.06633527115454829,0.6876456876456877,1.0,0.9883449883449883,0.29501221669896366,0.30418176201308733,0.19052433510264835,0.3986013986013986,0.5216670879321482,0.14314601061589016,0.12161934451091078,0.13699553458589608,1.0,0.09513578790687216,0.39138371668492156,0.37758025107422694,1.0,0.6419383829022384,0.8795180722891566
"(np.float64(30.0), np.float64(0.0), np.float64(65.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.5585982826641913,0.7598050591784636,0.9210953817591088,0.6771872824321188,0.9280575539568345,0.8064516129032258,1.0,1.0,0.4325829658853562,0.23741007194244604,0.935483870967742,0.26154560222789514,0.6621025760037131,0.4400092828962636,0.7340450220468786,0.726850777442562,0.1935483870967742,0.14458110930610346,0.8707356695288929,0.8347644465073102,0.1935483870967742,0.39568345323741005,1.0
"(np.float64(100.0), np.float64(0.0), np.float64(65.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.09123913790464977,0.09458612292494151,0.7231382971206286,0.10603908476764877,0.28141541465636394,0.7410311727651065,0.1856052833360992,0.23538447810057023,0.6837645869345159,0.21791177238951365,0.33502604560979754,0.28481626347553934,0.3496414665650765,0.07802304514585826,0.14469851414247745,0.1824047077121735,0.2800243235025844,0.019993079269019054,0.13306813286026864,0.15004225522153802,0.2800243235025844,0.08491325061565838,0.17459009608671827
"(np.float64(15.0), np.float64(85.0), np.float64(65.0), np.float64(15.0), np.float64(80.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.6666666666666667,1.0,1.0,1.0,1.0
"(np.float64(100.0), np.float64(0.0), np.float64(55.0), np.float64(10.0), np.float64(55.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.3832905925226076,0.18640212354343816,0.5082341296621227,0.2038511719980204,0.17418814954784723,1.0,0.2617231295271517,0.2617231295271517,0.7559760651459936,0.3081783416565438,0.38685382642731814,0.594826112385837,0.5735924776173122,0.1294947586268952,0.0811589508255725,0.09486840329329195,0.0,0.05631349259909113,0.10480766635173439,0.09400098978719573,0.0,0.10488864894047781,0.21844063526341834
"(np.float64(20.0), np.float64(5.0), np.float64(65.0), np.float64(15.0), np.float64(100.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.64,0.29636363636363633,0.509090909090909,0.38909090909090904,0.56,0.6,1.0,1.0,0.649090909090909,0.5763636363636364,0.44727272727272727,0.7272727272727273,0.9,0.30000000000000004,0.3036363636363636,0.44727272727272727,0.56,0.14363636363636365,0.5763636363636363,0.5763636363636363,0.56,0.14,1.0
"(np.float64(100.0), np.float64(0.0), np.float64(50.0), np.float64(10.0), np.float64(45.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.10390586049815259,0.14254102895076526,0.8980815593391659,0.12241413458452,0.22406622000942494,0.5416504463157608,0.3684239282616565,0.3053728631821938,0.6992166424215106,0.160748799694033,0.5337690631808278,0.22785665990534143,0.6601307189542484,0.08254963427377227,0.1061732948142684,0.08121785809412585,0.0,0.042487074941436,0.1466524610540838,0.11377466347040383,0.0,0.028281462358541454,0.33107272863865156
"(np.float64(100.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(85.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.28043185710790314,0.38548548242394587,0.9630179022918196,0.4736766984748389,0.13648968273387163,1.0,0.3909907430062801,0.40578358208955223,0.7250530136204225,0.23877538536824078,0.22718885082782803,0.5691572873338226,0.393264211728244,0.25266087594812825,0.2732495310333578,0.3266148764374847,0.0,0.04721780442052037,0.15742496533724826,0.1826777995269554,0.0,0.15189421743740317,0.33547936546774326
"(np.float64(15.0), np.float64(25.0), np.float64(65.0), np.float64(15.0), np.float64(95.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.4741086587436333,0.25509337860780984,0.30305602716468594,0.6353989813242784,0.22538200339558578,0.32258064516129037,1.0,1.0,0.4078947368421053,0.27631578947368424,0.5577249575551783,0.5789473684210527,0.4418505942275043,0.2338709677419355,0.3183361629881154,0.3183361629881154,1.0,0.15152801358234302,0.5445670628183361,0.5445670628183361,1.0,0.6247877758913412,1.0
"(np.float64(100.0), np.float64(0.0), np.float64(60.0), np.float64(15.0), np.float64(80.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.3091517760097387,0.3049345680622582,0.9883178992217729,0.3796704491109082,0.02428590061301683,1.0,0.9649536976653189,0.9608669188296161,0.43576801008651794,0.19752184687622276,0.6417590539541759,0.46837094039389593,0.5909090909090909,0.25927568366592757,0.2474848919612191,0.24799791313421157,0.0,0.05503673753315075,0.4377418373114212,0.44217642711186467,0.0,0.15669318725272816,0.8675753228120516
"(np.float64(15.0), np.float64(40.0), np.float64(50.0), np.float64(5.0), np.float64(40.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.9722222222222222,0.7777777777777778,0.7222222222222222,0.7222222222222222,1.0,0.7222222222222222,1.0,0.7222222222222222,1.0,0.5,1.0,0.7222222222222222,0.5555555555555556,0.9444444444444444,1.0,0.9444444444444444,0.0,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.0,0.2777777777777778,0.6666666666666666
"(np.float64(15.0), np.float64(35.0), np.float64(50.0), np.float64(10.0), np.float64(50.0), np.float64(10.0), np.float64(100.0), np.float64(0.0), np.float64(1.0))",0.6238095238095238,0.28095238095238095,1.0,0.6,0.4666666666666667,1.0,1.0,1.0,1.0,0.3142857142857143,0.8666666666666667,0.6,1.0,0.4666666666666667,1.0,1.0,0.0,0.3238095238095238,0.6333333333333333,0.6333333333333333,0.0,0.16666666666666663,0.5666666666666667
