Feature,Avg_Absolute_Weight
f2,1.079981033952356
f6,0.8129703192162829
f0,0.7071736501693213
f5,0.5846977174984277
f7,0.5174911864580066
f4,0.452694717189403
f3,0.4501868177040231
f1,0.2600853879020586
