Feature,Avg_Absolute_Weight
f2,1.077528743616285
f6,0.790669589603097
f0,0.7504718595372044
f7,0.592590575066025
f5,0.5886309593169845
f3,0.5389457785382448
f4,0.4816588090562861
f1,0.2681757905601672
