Feature,Avg_Absolute_Weight
f2,1.1055571087392968
f6,0.7830993157458654
f0,0.715920837217173
f5,0.6052839005307699
f7,0.5623452430782969
f4,0.4754204459447184
f3,0.45351827460778793
f1,0.2567923779320822
