fold,attack_id,precision,recall,feature_runtime_sec,feature_memory_bytes,runtime_sec,memory_bytes
1,7,0.9999999999951924,0.9999999999951924,0.00019121170043945312,0,0.17533016204833984,0
2,7,0.9999999999951924,0.9999999999951924,0.00022745132446289062,0,0.1803290843963623,8761344
3,7,0.9999999999951924,0.9999999999951924,0.00020575523376464844,0,0.18293523788452148,9166848
4,7,0.9999999999951924,0.9999999999951924,0.00012874603271484375,0,0.1862783432006836,9371648
5,7,0.9999999999951924,0.9999999999951924,0.0001957416534423828,0,0.18048620223999023,9207808
