score,is_anomaly
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
0.99875,False
0.9976250000000001,False
0.9966125000000001,False
0.9957012500000001,False
0.9948811250000001,False
0.9941430125000001,False
0.9934787112500002,False
0.9928808401250002,False
0.9923427561125002,False
0.9918584805012503,False
0.9914226324511253,False
0.9910303692060127,False
0.9906773322854114,False
0.9903595990568703,False
0.9900736391511833,False
0.989816275236065,False
0.9895846477124585,False
0.9893761829412127,False
0.9891885646470914,False
0.9890197081823823,False
0.988867737364144,False
0.9887309636277296,False
0.9886078672649566,False
0.988497080538461,False
0.9883973724846149,False
0.9883076352361534,False
0.9882268717125381,False
0.9881541845412843,False
0.9880887660871559,False
0.9880298894784403,False
0.9879769005305963,False
0.9879292104775367,False
0.9878862894297831,False
0.9878476604868048,False
0.9878128944381244,False
0.987781604994312,False
0.9877534444948808,False
0.9877281000453927,False
0.9877052900408534,False
0.987684761036768,False
0.9876662849330913,False
0.9876496564397822,False
0.987634690795804,False
0.9876212217162237,False
0.9876090995446013,False
0.9875981895901412,False
0.9875883706311271,False
0.9875795335680144,False
0.987571580211213,False
0.9875644221900918,False
0.9875579799710826,False
0.9875521819739744,False
0.987546963776577,False
0.9875422673989194,False
0.9875380406590275,False
0.9875342365931248,False
0.9875308129338123,False
0.9875277316404311,False
0.987524958476388,False
0.9875224626287492,False
