score,is_anomaly
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
0.9875,False
0.977638888888889,False
0.969875,False
0.963796590909091,False
0.9590835984848486,False
0.955482930944056,False
0.9527917807067933,False
0.9508459359694473,False
0.9495113423725026,False
0.9486778551940759,False
0.9482545141191128,False
0.9481659048124647,False
0.9483493143312182,False
0.9487524781361916,False
0.9493317757771179,False
0.9500507721124496,False
0.950879028234538,False
0.9517911254110841,False
0.9527658590238218,False
0.953785569417736,False
0.9548355839045338,False
0.9559037496520114,False
0.9569800413534769,False
0.9580562307665164,False
0.9591256076898648,False
0.9601827438905752,False
0.9612232930309295,False
0.9622438208706936,False
0.9632416610058465,False
0.9642147922025592,False
0.9651617340349349,False
0.9660814580673388,False
0.966973312260605,False
0.9678369566443006,False
0.9686723085989182,False
0.9694794963436776,False
0.9702588194365827,False
0.9710107152707022,False
0.9717357307001537,False
0.9724344980556703,False
0.97310771491677,False
0.9737561270985624,False
0.9743805143887062,False
0.9749816786361101,False
0.9755604338494221,False
0.9761175980116498,False
0.976653986358633,False
0.9771704059045878,False
0.9776676510284148,False
0.978146499960661,False
0.9786077120335606,False
0.9790520255759673,False
0.9794801563517039,False
0.9798927964542384,False
0.9802906135830082,False
0.9806742506374058,False
0.9810443255736652,False
0.9814014314778372,False
0.981746136814902,False
0.982078985819979,False
0.982400499002687,False
0.9827111737400995,False
0.9830114849375182,False
0.983301885739541,False
0.9835828082766981,False
0.9838546644353297,False
0.9841178466404453,False
0.9843727286430675,False
0.9846196663050766,False
0.9848589983758677,False
0.9850910472562296,False
0.9853161197457966,False
0.985534507771217,False
0.9857310569940954,False
0.9859079512946859,False
0.9860671561652173,False
0.9862104405486957,False
0.9863393964938261,False
0.9864554568444435,False
0.9865599111599992,False
0.9879039200439993,False
0.9891135280395994,False
0.9902021752356395,False
0.9911819577120755,False
0.992063761940868,False
0.9928573857467812,False
0.993571647172103,False
0.9942144824548927,False
0.9947930342094035,False
0.9953137307884631,False
0.9957823577096168,False
0.996204121938655,False
0.9965837097447895,False
0.9969253387703105,False
0.9972328048932795,False
0.9975095244039516,False
0.9965085719635565,False
0.9956077147672009,False
0.9947969432904809,False
0.9940672489614328,False
0.9934105240652896,False
0.9928194716587607,False
0.9922875244928847,False
0.9918087720435963,False
0.9913778948392367,False
0.9909901053553131,False
0.9906410948197818,False
0.9903269853378036,False
0.9900442868040232,False
0.989789858123621,False
0.9895608723112589,False
0.989354785080133,False
0.9891693065721197,False
0.9890023759149077,False
0.9888521383234169,False
0.9887169244910752,False
0.9873452320419677,False
0.986110708837771,False
0.9849996379539939,False
0.9839996741585946,False
0.9830997067427352,False
0.9822897360684617,False
0.9815607624616156,False
0.9809046862154541,False
0.9803142175939088,False
0.979782795834518,False
0.9793045162510663,False
0.9788740646259597,False
0.9784866581633638,False
0.9781379923470275,False
0.9778241931123248,False
0.9775417738010924,False
0.9772875964209832,False
0.9770588367788849,False
0.9768529531009965,False
0.9766676577908969,False
0.9765008920118072,False
0.9763508028106266,False
0.976215722529564,False
0.9760941502766076,False
0.9759847352489469,False
0.9758862617240522,False
0.9757976355516471,False
0.9757178719964824,False
0.9756460847968342,False
0.9755814763171509,False
0.9755233286854358,False
0.9754709958168922,False
0.9754238962352031,False
0.9753815066116829,False
0.9753433559505147,False
0.9753090203554633,False
0.9752781183199171,False
0.9752503064879254,False
0.975225275839133,False
0.9752027482552197,False
0.9751824734296978,False
0.975164226086728,False
0.9751478034780553,False
0.9751330231302499,False
0.9751197208172249,False
0.9751077487355024,False
0.9750969738619523,False
0.9750872764757571,False
0.9750785488281815,False
0.9750706939453634,False
0.9750636245508271,False
0.9750572620957444,False
0.97505153588617,False
0.975046382297553,False
0.9750417440677978,False
0.9750375696610181,False
0.9750338126949163,False
0.9750304314254247,False
0.9750273882828823,False
0.9750246494545941,False
0.9762721845091347,False
0.9773949660582212,False
0.978405469452399,False
0.9793149225071591,False
0.9801334302564433,False
0.9808700872307989,False
0.9815330785077191,False
