score,is_anomaly
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
1.0,False
0.9971428571428571,False
0.9946507936507937,False
0.9924830115830117,False
0.990603131477342,False
0.9889787157655052,False
0.9875808441889548,False
0.9863837353798154,False
0.9853644094608814,False
0.9845023871194445,False
0.9837794211347728,False
0.9831792567990733,False
0.9826874180756877,False
0.9822910166936509,False
0.9819785816909525,False
0.9796990908687961,False
0.9777291817819165,False
0.9760346949762738,False
0.9745850716324926,False
0.973352979563583,False
0.972313977903521,False
0.9714462164768054,False
0.9707301662576963,False
0.970148377702102,False
0.9696852640698229,False
0.9693269071543661,False
0.9690608831055961,False
0.9688761062704464,False
0.9687626891917889,False
0.9687118170980068,False
0.9687156353882062,False
0.9687671487724624,False
0.9688601308649132,False
0.9689890431515562,False
0.9691489623658124,False
0.9693355154045935,False
0.9695448210069912,False
0.9697734374978414,False
0.9700183159702794,False
0.9702767583458543,False
0.9705463798085662,False
0.970825075161043,False
0.9711109886975703,False
0.9714024872304107,False
0.971698135943267,False
0.9719966767793201,False
0.9722970091013882,False
0.9725673081912494,False
0.9728105773721245,False
0.9730295196349121,False
0.973226567671421,False
0.9734039109042789,False
0.973563519813851,False
0.973707167832466,False
0.9738364510492195,False
0.9739528059442976,False
0.9740575253498679,False
0.9741517728148812,False
0.9742365955333931,False
0.9743129359800539,False
0.9743816423820485,False
0.9744434781438437,False
0.9744991303294593,False
0.9745492172965134,False
0.9745942955668622,False
0.974634866010176,False
0.9746713794091585,False
0.9747042414682426,False
0.9747338173214184,False
0.9747604355892766,False
0.974784392030349,False
0.9748059528273141,False
0.9748253575445828,False
0.9748428217901245,False
0.9748585396111121,False
0.974872685650001,False
0.9748854170850009,False
0.9748968753765008,False
0.9749071878388508,False
0.9749164690549658,False
0.9749248221494692,False
0.9761823399345223,False
0.97731410594107,False
0.9783326953469631,False
0.9792494258122668,False
0.9800744832310402,False
0.9808170349079361,False
0.9814853314171426,False
0.9820867982754283,False
0.9826281184478856,False
0.983115306603097,False
0.9835537759427873,False
0.9839483983485086,False
0.9843035585136577,False
0.984623202662292,False
0.9861608823960628,False
0.9875447941564566,False
0.9887903147408109,False
0.9899112832667298,False
0.9909201549400568,False
0.9918281394460511,False
0.992645325501446,False
0.9933807929513014,False
0.9940427136561713,False
0.9946384422905541,False
0.9951745980614987,False
0.9956571382553487,False
0.9960914244298139,False
0.9952322819868326,False
0.9944590537881494,False
0.9937631484093344,False
0.993136833568401,False
0.9925731502115609,False
0.9920658351904048,False
0.9916092516713644,False
0.991198326504228,False
0.9908284938538052,False
0.9904956444684248,False
0.9901960800215823,False
0.9899264720194241,False
0.9896838248174817,False
0.9894654423357336,False
0.9892688981021603,False
0.9890920082919443,False
0.9889328074627499,False
0.9887895267164749,False
0.9886605740448274,False
0.9885445166403447,False
0.9884400649763102,False
0.9883460584786792,False
0.9882614526308113,False
0.9881853073677302,False
0.9881167766309572,False
0.9880550989678615,False
0.9879995890710753,False
0.9879496301639679,False
0.9879046671475711,False
0.987864200432814,False
0.9878277803895326,False
0.9877950023505794,False
0.9877655021155215,False
0.9877389519039693,False
0.9877150567135724,False
0.9876935510422152,False
0.9876741959379938,False
0.9876567763441945,False
0.987641098709775,False
0.9876269888387975,False
0.9876142899549177,False
0.987602860959426,False
0.9875925748634834,False
0.9875833173771351,False
0.9875749856394216,False
0.9875674870754795,False
0.9875607383679316,False
0.9875546645311384,False
0.9875491980780245,False
0.9875442782702221,False
0.9875398504431999,False
0.9875358653988799,False
0.987532278858992,False
0.9875290509730928,False
0.9875261458757836,False
0.9875235312882052,False
0.9875211781593848,False
0.9875190603434463,False
0.9875171543091017,False
0.9875154388781916,False
