Latent_Feature,Importance
0,7.793506275408698e-06
7,7.2111275204161026e-06
1,3.558718910406976e-07
5,-1.297442361236443e-05
3,-2.2378407908579813e-05
4,-3.4232237825908395e-05
6,-3.801270578556988e-05
2,-0.00015371760991998539
