Feature,Avg_Absolute_Weight
f2,1.0814497090718607
f6,0.7914707983838194
f0,0.7371418993963356
f5,0.5884046578726375
f7,0.5616528702058294
f3,0.49639398662311884
f4,0.474203229028651
f1,0.25907698555247877
