fold,attack_id,precision,recall,feature_runtime_sec,feature_memory_bytes,runtime_sec,memory_bytes
1,,0.8524590163899489,0.9999999999951924,0.00024247169494628906,0,1.0143940448760986,-4317184
2,,0.8455284552811158,0.9999999999951924,0.00013017654418945312,0,0.9752366542816162,1536000
3,,0.8062015503844722,0.9999999999951924,0.0001437664031982422,0,0.982325553894043,1622016
4,,0.9162995594673291,0.9999999999951924,0.0001316070556640625,0,0.993074893951416,569344
5,,0.8124999999968262,0.9999999999951924,0.0001399517059326172,0,0.9618268013000488,1142784
